Code,Gemeentecode,Gemeentenaam,Gemeentenummer,Provincie,Provinciecode,Provincienummer,Veiligheidsregio,Veiligheidsregiocode,Veiligheidsregionummer,GGD_regio,GGD_regiocode,GGD_regionummer,Shape__Area,Shape__Length,Datum,Meldingen,Ziekenhuisopnamen,Overleden,Bevolkingsaantal,Meldingen_100000,Ziekenhuisopnamen_100000,Overleden_100000,ObjectId
0080,GM0080,Leeuwarden,80,Friesland,PV21,21,Fryslân,VR02,2,GGD Fryslân,GG7206,7206,255588130.055664,124899.984484755,2021-07-22T00:00:00Z,8141,104,74,124055,6562.3,83.8,59.6,170
0392,GM0392,Haarlem,392,Noord-Holland,PV27,27,Kennemerland,VR12,12,GGD Kennemerland,GG3109,3109,32079410.2279511,30151.9747051223,2021-07-22T00:00:00Z,14996,221,150,162961,9202.2,135.6,92,118
0396,GM0396,Heemskerk,396,Noord-Holland,PV27,27,Kennemerland,VR12,12,GGD Kennemerland,GG3109,3109,27818826.3785477,28780.5633569947,2021-07-22T00:00:00Z,4302,63,32,39188,10977.9,160.8,81.7,126
0718,GM0718,Vlissingen,718,Zeeland,PV29,29,Zeeland,VR19,19,GGD Zeeland,GG5006,5006,35223496.1575565,62781.5331877128,2021-07-22T00:00:00Z,3502,130,32,44365,7893.6,293,72.1,310
0498,GM0498,Drechterland,498,Noord-Holland,PV27,27,Noord-Holland-Noord,VR10,10,GGD Hollands-Noorden,GG2707,2707,60022047.1051178,37220.5000852682,2021-07-22T00:00:00Z,2322,25,13,19717,11776.6,126.8,65.9,83
1509,GM1509,Oude IJsselstreek,1509,Gelderland,PV25,25,Noord- en Oost-Gelderland,VR06,6,GGD Noord- en Oost-Gelderland,GG1413,1413,137950185.312645,77212.0592677261,2021-07-22T00:00:00Z,4342,49,45,39392,11022.5,124.4,114.2,231
1942,GM1942,Gooise Meren,1942,Noord-Holland,PV27,27,Gooi en Vechtstreek,VR14,14,GGD Gooi en Vechtstreek,GG3606,3606,45594492.5130234,57273.5986303199,2021-07-22T00:00:00Z,5834,61,35,58041,10051.5,105.1,60.3,110
0450,GM0450,Uitgeest,450,Noord-Holland,PV27,27,Kennemerland,VR12,12,GGD Kennemerland,GG3109,3109,22292840.1370277,23970.3902745759,2021-07-22T00:00:00Z,1433,12,7,13649,10498.9,87.9,51.3,292
0779,GM0779,Geertruidenberg,779,Noord-Brabant,PV30,30,Midden- en West-Brabant,VR20,20,GGD West-Brabant,GG5206,5206,29689745.6180801,23899.4948418003,2021-07-22T00:00:00Z,2525,31,25,21538,11723.5,143.9,116.1,102
0370,GM0370,Beemster,370,Noord-Holland,PV27,27,Zaanstreek-Waterland,VR11,11,GGD Zaanstreek/Waterland,GG7306,7306,72011010.8347778,38402.860918196,2021-07-22T00:00:00Z,998,9,3,10025,9955.1,89.8,29.9,30
0736,GM0736,De Ronde Venen,736,Utrecht,PV26,26,Utrecht,VR09,9,GGD regio Utrecht,GG2514,2514,116957683.904652,56233.018800803,2021-07-22T00:00:00Z,4536,118,35,44457,10203.1,265.4,78.7,70
0173,GM0173,Oldenzaal,173,Overijssel,PV23,23,Twente,VR05,5,GGD Twente,GG1106,1106,21962608.6414337,22789.537736081402,2021-07-22T00:00:00Z,3667,55,45,31832,11519.9,172.8,141.4,221
0797,GM0797,Heusden,797,Noord-Brabant,PV30,30,Brabant-Noord,VR21,21,GGD Hart voor Brabant,GG5406,5406,81205392.7383347,45420.9499986882,2021-07-22T00:00:00Z,5613,91,50,44699,12557.3,203.6,111.9,141
0406,GM0406,Huizen,406,Noord-Holland,PV27,27,Gooi en Vechtstreek,VR14,14,GGD Gooi en Vechtstreek,GG3606,3606,15913001.3504028,23209.4530846709,2021-07-22T00:00:00Z,4389,63,53,41273,10634.1,152.6,128.4,152
0451,GM0451,Uithoorn,451,Noord-Holland,PV27,27,Amsterdam-Amstelland,VR13,13,GGD Amsterdam,GG3406,3406,19391904.0291672,23913.5532848268,2021-07-22T00:00:00Z,2890,34,15,29466,9807.9,115.4,50.9,293
0385,GM0385,Edam-Volendam,385,Noord-Holland,PV27,27,Zaanstreek-Waterland,VR11,11,GGD Zaanstreek/Waterland,GG7306,7306,57783668.8040848,49474.344751067,2021-07-22T00:00:00Z,5397,96,23,36201,14908.4,265.2,63.5,89
0268,GM0268,Nijmegen,268,Gelderland,PV25,25,Gelderland-Zuid,VR08,8,GGD Gelderland-Zuid,GG2014,2014,57579589.6475372,42654.5823985764,2021-07-22T00:00:00Z,17883,276,190,177698,10063.7,155.3,106.9,207
0243,GM0243,Harderwijk,243,Gelderland,PV25,25,Noord- en Oost-Gelderland,VR06,6,GGD Noord- en Oost-Gelderland,GG1413,1413,39121737.1542282,33926.8380038714,2021-07-22T00:00:00Z,4616,87,48,48429,9531.5,179.6,99.1,122
0294,GM0294,Winterswijk,294,Gelderland,PV25,25,Noord- en Oost-Gelderland,VR06,6,GGD Noord- en Oost-Gelderland,GG1413,1413,138854751.787727,52564.0051870518,2021-07-22T00:00:00Z,2241,18,17,28865,7763.7,62.4,58.9,337
1581,GM1581,Utrechtse Heuvelrug,1581,Utrecht,PV26,26,Utrecht,VR09,9,GGD regio Utrecht,GG2514,2514,133938101.839146,70636.5256006374,2021-07-22T00:00:00Z,4400,92,73,49601,8870.8,185.5,147.2,296
0882,GM0882,Landgraaf,882,Limburg,PV31,31,Zuid-Limburg,VR24,24,GGD Zuid-Limburg,GG6106,6106,24678953.9715996,26206.9824983056,2021-07-22T00:00:00Z,3695,99,70,37457,9864.6,264.3,186.9,165
0085,GM0085,Ooststellingwerf,85,Friesland,PV21,21,Fryslân,VR02,2,GGD Fryslân,GG7206,7206,226129016.498222,71636.9405017688,2021-07-22T00:00:00Z,1591,17,6,25472,6246.1,66.7,23.6,226
0502,GM0502,Capelle aan den IJssel,502,Zuid-Holland,PV28,28,Rotterdam-Rijnmond,VR17,17,GGD Rotterdam-Rijnmond,GG4607,4607,15419020.502533,24698.2781029149,2021-07-22T00:00:00Z,8589,185,145,67151,12790.6,275.5,215.9,60
1621,GM1621,Lansingerland,1621,Zuid-Holland,PV28,28,Rotterdam-Rijnmond,VR17,17,GGD Rotterdam-Rijnmond,GG4607,4607,56427891.9391594,39575.459589094,2021-07-22T00:00:00Z,7160,96,63,62396,11475.1,153.9,101,168
0361,GM0361,Alkmaar,361,Noord-Holland,PV27,27,Noord-Holland-Noord,VR10,10,GGD Hollands-Noorden,GG2707,2707,117315562.613468,68153.6650750395,2021-07-22T00:00:00Z,10665,143,85,109444,9744.7,130.7,77.7,9
1911,GM1911,Hollands Kroon,1911,Noord-Holland,PV27,27,Noord-Holland-Noord,VR10,10,GGD Hollands-Noorden,GG2707,2707,375124682.503094,119691.268702781,2021-07-22T00:00:00Z,4656,49,34,48434,9613.1,101.2,70.2,147
0765,GM0765,Pekela,765,Groningen,PV20,20,Groningen,VR01,1,GGD Groningen,GG0111,111,50182932.2480774,35438.9983402018,2021-07-22T00:00:00Z,1062,25,13,12199,8705.6,204.9,106.6,237
1945,GM1945,Berg en Dal,1945,Gelderland,PV25,25,Gelderland-Zuid,VR08,8,GGD Gelderland-Zuid,GG2014,2014,93276748.4337997,64658.2617433104,2021-07-22T00:00:00Z,3475,56,51,34990,9931.4,160,145.8,32
0355,GM0355,Zeist,355,Utrecht,PV26,26,Utrecht,VR09,9,GGD regio Utrecht,GG2514,2514,48655464.9905739,44383.7077583573,2021-07-22T00:00:00Z,5646,90,73,64932,8695.3,138.6,112.4,346
0777,GM0777,Etten-Leur,777,Noord-Brabant,PV30,30,Midden- en West-Brabant,VR20,20,GGD West-Brabant,GG5206,5206,55909926.4140434,38138.9029934679,2021-07-22T00:00:00Z,4133,69,38,43880,9418.9,157.2,86.6,101
1690,GM1690,De Wolden,1690,Drenthe,PV22,22,Drenthe,VR03,3,GGD Drente,GG0706,706,226324873.509071,108220.316084292,2021-07-22T00:00:00Z,2122,33,24,24327,8722.8,135.7,98.7,71
0865,GM0865,Vught,865,Noord-Brabant,PV30,30,Brabant-Noord,VR21,21,GGD Hart voor Brabant,GG5406,5406,34679988.542057,30762.1034648323,2021-07-22T00:00:00Z,3518,76,53,36324,11195.3,241.9,168.7,314
0489,GM0489,Barendrecht,489,Zuid-Holland,PV28,28,Rotterdam-Rijnmond,VR17,17,GGD Rotterdam-Rijnmond,GG4607,4607,21759117.8918762,19752.8289527909,2021-07-22T00:00:00Z,6017,105,48,48713,12351.9,215.5,98.5,26
0331,GM0331,Lopik,331,Utrecht,PV26,26,Utrecht,VR09,9,GGD regio Utrecht,GG2514,2514,78987369.5054283,42086.2590624115,2021-07-22T00:00:00Z,1709,39,12,14471,11809.8,269.5,82.9,181
0200,GM0200,Apeldoorn,200,Gelderland,PV25,25,Noord- en Oost-Gelderland,VR06,6,GGD Noord- en Oost-Gelderland,GG1413,1413,341114405.413803,93784.366251379,2021-07-22T00:00:00Z,13949,206,147,163829,8514.4,125.7,89.7,19
0784,GM0784,Gilze en Rijen,784,Noord-Brabant,PV30,30,Midden- en West-Brabant,VR20,20,GGD Hart voor Brabant,GG5406,5406,65687023.9801865,43557.3861892285,2021-07-22T00:00:00Z,2839,41,19,26438,10738.3,155.1,71.9,106
0397,GM0397,Heemstede,397,Noord-Holland,PV27,27,Kennemerland,VR12,12,GGD Kennemerland,GG3109,3109,9658592.07429886,13680.1408632868,2021-07-22T00:00:00Z,2315,26,60,27239,8498.8,95.5,220.3,127
0275,GM0275,Rheden,275,Gelderland,PV25,25,Gelderland-Midden,VR07,7,Veiligheids- en Gezondheidsregio Gelderland-Midden,GG1911,1911,84254863.5003357,48919.0961847454,2021-07-22T00:00:00Z,3822,63,58,43736,8738.8,144,132.6,246
0090,GM0090,Smallingerland,90,Friesland,PV21,21,Fryslân,VR02,2,GGD Fryslân,GG7206,7206,126208657.193115,61274.3830962894,2021-07-22T00:00:00Z,3840,44,34,56154,6838.3,78.4,60.5,268
0183,GM0183,Tubbergen,183,Overijssel,PV23,23,Twente,VR05,5,GGD Twente,GG1106,1106,147475994.326241,64458.8576031587,2021-07-22T00:00:00Z,3377,26,19,21279,15870.1,122.2,89.3,287
0848,GM0848,Son en Breugel,848,Noord-Brabant,PV30,30,Brabant-Zuidoost,VR22,22,GGD Brabant-Zuidoost,GG5608,5608,26546315.5477142,27866.1266839962,2021-07-22T00:00:00Z,1638,42,28,17321,9456.7,242.5,161.7,271
0166,GM0166,Kampen,166,Overijssel,PV23,23,IJsselland,VR04,4,GGD Ijsselland,GG1009,1009,149133721.710052,83437.9882049854,2021-07-22T00:00:00Z,3974,80,44,54340,7313.2,147.2,81,156
1931,GM1931,Krimpenerwaard,1931,Zuid-Holland,PV28,28,Hollands Midden,VR16,16,GGD Hollands-Midden,GG4506,4506,161348524.252026,70643.192561704,2021-07-22T00:00:00Z,6723,153,64,56319,11937.4,271.7,113.6,162
0994,GM0994,Valkenburg aan de Geul,994,Limburg,PV31,31,Zuid-Limburg,VR24,24,GGD Zuid-Limburg,GG6106,6106,36921816.1742706,33965.9583019762,2021-07-22T00:00:00Z,1433,37,23,16360,8759.2,226.2,140.6,298
0638,GM0638,Zoeterwoude,638,Zuid-Holland,PV28,28,Hollands Midden,VR16,16,GGD Hollands-Midden,GG4506,4506,21902541.8466263,22423.9056347449,2021-07-22T00:00:00Z,918,10,1,8611,10660.8,116.1,11.6,349
0308,GM0308,Baarn,308,Utrecht,PV26,26,Utrecht,VR09,9,GGD regio Utrecht,GG2514,2514,33038334.2807198,31227.307313599,2021-07-22T00:00:00Z,2411,34,28,24873,9693.2,136.7,112.6,25
1894,GM1894,Peel en Maas,1894,Limburg,PV31,31,Limburg-Noord,VR23,23,GGD Limburg-Noord,GG6011,6011,161331253.053841,58295.5964919877,2021-07-22T00:00:00Z,5190,165,85,43420,11953,380,195.8,236
0415,GM0415,Landsmeer,415,Noord-Holland,PV27,27,Zaanstreek-Waterland,VR11,11,GGD Zaanstreek/Waterland,GG7306,7306,26490518.2097664,22293.3182289336,2021-07-22T00:00:00Z,1289,12,6,11492,11216.5,104.4,52.2,166
1700,GM1700,Twenterand,1700,Overijssel,PV23,23,Twente,VR05,5,GGD Twente,GG1106,1106,108116511.073845,71356.7079870439,2021-07-22T00:00:00Z,4749,41,30,33743,14074,121.5,88.9,288
1883,GM1883,Sittard-Geleen,1883,Limburg,PV31,31,Zuid-Limburg,VR24,24,GGD Zuid-Limburg,GG6106,6106,80556496.6867294,50150.6348160475,2021-07-22T00:00:00Z,8851,217,145,92422,9576.7,234.8,156.9,265
0531,GM0531,Hendrik-Ido-Ambacht,531,Zuid-Holland,PV28,28,Zuid-Holland-Zuid,VR18,18,Dienst Gezondheid & Jeugd Zuid-Holland Zuid,GG4816,4816,11856854.3783569,18545.6033657912,2021-07-22T00:00:00Z,3808,41,32,31204,12203.6,131.4,102.6,137
0826,GM0826,Oosterhout,826,Noord-Brabant,PV30,30,Midden- en West-Brabant,VR20,20,GGD West-Brabant,GG5206,5206,73048264.7236061,42714.2858131222,2021-07-22T00:00:00Z,5707,85,37,55990,10192.9,151.8,66.1,225
1719,GM1719,Drimmelen,1719,Noord-Brabant,PV30,30,Midden- en West-Brabant,VR20,20,GGD West-Brabant,GG5206,5206,119404382.409271,59294.5575310836,2021-07-22T00:00:00Z,2828,49,30,27274,10368.8,179.7,110,84
1954,GM1954,Beekdaelen,1954,Limburg,PV31,31,Zuid-Limburg,VR24,24,GGD Zuid-Limburg,GG6106,6106,78517840.3655357,61369.94180004,2021-07-22T00:00:00Z,3631,99,49,35976,10092.8,275.2,136.2,29
0983,GM0983,Venlo,983,Limburg,PV31,31,Limburg-Noord,VR23,23,GGD Limburg-Noord,GG6011,6011,128976983.213135,79215.9351229268,2021-07-22T00:00:00Z,14352,230,170,101797,14098.6,225.9,167,305
0484,GM0484,Alphen aan den Rijn,484,Zuid-Holland,PV28,28,Hollands Midden,VR16,16,GGD Hollands-Midden,GG4506,4506,132435313.217503,57713.4615900133,2021-07-22T00:00:00Z,12087,191,116,111889,10802.7,170.7,103.7,13
0244,GM0244,Hattem,244,Gelderland,PV25,25,Noord- en Oost-Gelderland,VR06,6,GGD Noord- en Oost-Gelderland,GG1413,1413,24171780.3090515,25129.9324869199,2021-07-22T00:00:00Z,965,21,7,12213,7901.4,171.9,57.3,125
0482,GM0482,Alblasserdam,482,Zuid-Holland,PV28,28,Zuid-Holland-Zuid,VR18,18,Dienst Gezondheid & Jeugd Zuid-Holland Zuid,GG4816,4816,10061190.4009972,16999.9552809411,2021-07-22T00:00:00Z,2812,45,22,20165,13945,223.2,109.1,7
0302,GM0302,Nunspeet,302,Gelderland,PV25,25,Noord- en Oost-Gelderland,VR06,6,GGD Noord- en Oost-Gelderland,GG1413,1413,128868854.055,54478.2101949692,2021-07-22T00:00:00Z,2531,80,32,27845,9089.6,287.3,114.9,215
0613,GM0613,Albrandswaard,613,Zuid-Holland,PV28,28,Rotterdam-Rijnmond,VR17,17,GGD Rotterdam-Rijnmond,GG4607,4607,23730010.7725525,21599.2016368651,2021-07-22T00:00:00Z,3321,50,23,25589,12978.2,195.4,89.9,8
0232,GM0232,Epe,232,Gelderland,PV25,25,Noord- en Oost-Gelderland,VR06,6,GGD Noord- en Oost-Gelderland,GG1413,1413,157388817.14225,62692.0698564377,2021-07-22T00:00:00Z,2896,78,52,33186,8726.6,235,156.7,99
0106,GM0106,Assen,106,Drenthe,PV22,22,Drenthe,VR03,3,GGD Drente,GG0706,706,83426281.8658752,54237.0282723921,2021-07-22T00:00:00Z,4172,68,15,68606,6081.1,99.1,21.9,22
1699,GM1699,Noordenveld,1699,Drenthe,PV22,22,Drenthe,VR03,3,GGD Drente,GG0706,706,205289227.717247,74104.2431409041,2021-07-22T00:00:00Z,1907,31,25,31242,6104,99.2,80,211
1705,GM1705,Lingewaard,1705,Gelderland,PV25,25,Gelderland-Midden,VR07,7,Veiligheids- en Gezondheidsregio Gelderland-Midden,GG1911,1911,69162415.6306,45182.0479251475,2021-07-22T00:00:00Z,4135,63,35,46606,8872.2,135.2,75.1,177
0177,GM0177,Raalte,177,Overijssel,PV23,23,IJsselland,VR04,4,GGD Ijsselland,GG1009,1009,172358742.854027,75783.9087584082,2021-07-22T00:00:00Z,3737,42,41,37709,9910.1,111.4,108.7,241
0184,GM0184,Urk,184,Flevoland,PV24,24,Flevoland,VR25,25,GGD Flevoland,GG2209,2209,13465211.9430161,19263.9858786372,2021-07-22T00:00:00Z,2638,54,19,21033,12542.2,256.7,90.3,294
0299,GM0299,Zevenaar,299,Gelderland,PV25,25,Gelderland-Midden,VR07,7,Veiligheids- en Gezondheidsregio Gelderland-Midden,GG1911,1911,106110892.403893,85485.3869346149,2021-07-22T00:00:00Z,3598,82,48,43740,8225.9,187.5,109.7,347
0233,GM0233,Ermelo,233,Gelderland,PV25,25,Noord- en Oost-Gelderland,VR06,6,GGD Noord- en Oost-Gelderland,GG1413,1413,85726323.0990753,47212.1005631684,2021-07-22T00:00:00Z,2575,49,34,27005,9535.3,181.4,125.9,100
0202,GM0202,Arnhem,202,Gelderland,PV25,25,Gelderland-Midden,VR07,7,Veiligheids- en Gezondheidsregio Gelderland-Midden,GG1911,1911,101581032.777885,59768.4143914138,2021-07-22T00:00:00Z,14336,206,126,161368,8884,127.7,78.1,21
0757,GM0757,Boxtel,757,Noord-Brabant,PV30,30,Brabant-Noord,VR21,21,GGD Hart voor Brabant,GG5406,5406,64858667.0876732,43032.0023434964,2021-07-22T00:00:00Z,3760,51,69,35107,11408.5,154.7,209.4,51
0893,GM0893,Bergen (L.),893,Limburg,PV31,31,Limburg-Noord,VR23,23,GGD Limburg-Noord,GG6011,6011,108482968.67691,61367.6290082595,2021-07-22T00:00:00Z,1666,25,15,13085,12732.1,191.1,114.6,34
0321,GM0321,Houten,321,Utrecht,PV26,26,Utrecht,VR09,9,GGD regio Utrecht,GG2514,2514,58947914.502346,38305.4761246545,2021-07-22T00:00:00Z,4644,75,51,50146,9261,149.6,101.7,151
1903,GM1903,Eijsden-Margraten,1903,Limburg,PV31,31,Zuid-Limburg,VR24,24,GGD Zuid-Limburg,GG6106,6106,78730816.1818619,57229.4016392872,2021-07-22T00:00:00Z,2328,87,47,25753,9039.7,337.8,182.5,93
0852,GM0852,Waterland,852,Noord-Holland,PV27,27,Zaanstreek-Waterland,VR11,11,GGD Zaanstreek/Waterland,GG7306,7306,56439713.8831367,63034.433466775,2021-07-22T00:00:00Z,1977,33,15,17422,11347.7,189.4,86.1,321
0823,GM0823,Oirschot,823,Noord-Brabant,PV30,30,Brabant-Zuidoost,VR22,22,GGD Brabant-Zuidoost,GG5608,5608,102881714.672981,60173.6705415659,2021-07-22T00:00:00Z,2479,32,27,18723,13240.4,170.9,144.2,217
0794,GM0794,Helmond,794,Noord-Brabant,PV30,30,Brabant-Zuidoost,VR22,22,GGD Brabant-Zuidoost,GG5608,5608,54793497.6292229,42479.1905225339,2021-07-22T00:00:00Z,11916,205,85,92432,12891.6,221.8,92,136
0351,GM0351,Woudenberg,351,Utrecht,PV26,26,Utrecht,VR09,9,GGD regio Utrecht,GG2514,2514,36808815.2483406,49542.1121580707,2021-07-22T00:00:00Z,1541,22,8,13362,11532.7,164.6,59.9,341
0281,GM0281,Tiel,281,Gelderland,PV25,25,Gelderland-Zuid,VR08,8,GGD Gelderland-Zuid,GG2014,2014,35564572.7063675,31867.8324587516,2021-07-22T00:00:00Z,4790,88,73,42161,11361.2,208.7,173.1,285
0339,GM0339,Renswoude,339,Utrecht,PV26,26,Utrecht,VR09,9,GGD regio Utrecht,GG2514,2514,18541213.2167053,23777.6288631156,2021-07-22T00:00:00Z,663,7,5,5448,12169.6,128.5,91.8,244
0984,GM0984,Venray,984,Limburg,PV31,31,Limburg-Noord,VR23,23,GGD Limburg-Noord,GG6011,6011,164996439.950768,65819.5502246735,2021-07-22T00:00:00Z,5939,64,49,43604,13620.3,146.8,112.4,306
0503,GM0503,Delft,503,Zuid-Holland,PV28,28,Haaglanden,VR15,15,GGD Haaglanden,GG7014,7014,24040370.5184441,28264.5592657891,2021-07-22T00:00:00Z,11045,104,75,103659,10655.1,100.3,72.4,72
1740,GM1740,Neder-Betuwe,1740,Gelderland,PV25,25,Gelderland-Zuid,VR08,8,GGD Gelderland-Zuid,GG2014,2014,67424748.1039886,65592.8594167544,2021-07-22T00:00:00Z,3012,63,34,24342,12373.7,258.8,139.7,202
0072,GM0072,Harlingen,72,Friesland,PV21,21,Fryslân,VR02,2,GGD Fryslân,GG7206,7206,26799196.4666824,28832.1441351226,2021-07-22T00:00:00Z,898,13,3,15720,5712.5,82.7,19.1,124
1926,GM1926,Pijnacker-Nootdorp,1926,Zuid-Holland,PV28,28,Haaglanden,VR15,15,GGD Haaglanden,GG7014,7014,38619269.9507446,31299.1948636461,2021-07-22T00:00:00Z,5915,72,38,55329,10690.6,130.1,68.7,238
0388,GM0388,Enkhuizen,388,Noord-Holland,PV27,27,Noord-Holland-Noord,VR10,10,GGD Hollands-Noorden,GG2707,2707,14135516.3763046,25706.81782993,2021-07-22T00:00:00Z,2030,31,11,18592,10918.7,166.7,59.2,97
1728,GM1728,Bladel,1728,Noord-Brabant,PV30,30,Brabant-Zuidoost,VR22,22,GGD Brabant-Zuidoost,GG5608,5608,75577472.6329727,43893.9331965485,2021-07-22T00:00:00Z,2932,39,27,20395,14376.1,191.2,132.4,42
1680,GM1680,Aa en Hunze,1680,Drenthe,PV22,22,Drenthe,VR03,3,GGD Drente,GG0706,706,278859332.694183,91500.8180294114,2021-07-22T00:00:00Z,1566,7,20,25453,6152.5,27.5,78.6,3
0457,GM0457,Weesp,457,Noord-Holland,PV27,27,Gooi en Vechtstreek,VR14,14,GGD Gooi en Vechtstreek,GG3606,3606,24152546.094738,26579.5430955121,2021-07-22T00:00:00Z,2228,20,20,19729,11293,101.4,101.4,323
0246,GM0246,Heerde,246,Gelderland,PV25,25,Noord- en Oost-Gelderland,VR06,6,GGD Noord- en Oost-Gelderland,GG1413,1413,80467845.1038208,38611.0486913304,2021-07-22T00:00:00Z,1326,57,32,18587,7134,306.7,172.2,128
0855,GM0855,Tilburg,855,Noord-Brabant,PV30,30,Midden- en West-Brabant,VR20,20,GGD Hart voor Brabant,GG5406,5406,118096531.861496,62287.7537720132,2021-07-22T00:00:00Z,26349,416,277,222707,11908.3,188,125.2,286
0226,GM0226,Duiven,226,Gelderland,PV25,25,Gelderland-Midden,VR07,7,Veiligheids- en Gezondheidsregio Gelderland-Midden,GG1911,1911,35214506.0564423,30050.7812197296,2021-07-22T00:00:00Z,2238,28,14,25124,8907.8,111.4,55.7,87
0938,GM0938,Meerssen,938,Limburg,PV31,31,Zuid-Limburg,VR24,24,GGD Zuid-Limburg,GG6106,6106,27709924.7733612,34220.7276358192,2021-07-22T00:00:00Z,1589,50,23,18832,8437.8,265.5,122.1,189
0150,GM0150,Deventer,150,Overijssel,PV23,23,IJsselland,VR04,4,GGD Ijsselland,GG1009,1009,134355491.724175,62341.9624539459,2021-07-22T00:00:00Z,9329,107,88,100718,9262.5,106.2,87.4,76
0758,GM0758,Breda,758,Noord-Brabant,PV30,30,Midden- en West-Brabant,VR20,20,GGD West-Brabant,GG5206,5206,128741395.501499,64603.3989674568,2021-07-22T00:00:00Z,19416,254,147,184271,10536.7,137.8,79.8,52
0744,GM0744,Baarle-Nassau,744,Noord-Brabant,PV30,30,Midden- en West-Brabant,VR20,20,GGD West-Brabant,GG5206,5206,76318852.4466286,96383.7994884392,2021-07-22T00:00:00Z,638,13,4,6860,9300.3,189.5,58.3,24
